COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CONV_COLL;Convention collective redressée par la Dares;9422;Cuma loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9422;Convention collective départementale des cuma loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9441;Exploitations agricoles loire atlantique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9441;Convention collective départementale des exploitations agricoles loire atlantique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9442;Exploitations pépinières horticulture loire atlantique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9442;Convention collective départementale des exploitations pépinières horticulture loire atlantique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9444;Exploitations maraîchères loire atlantique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9444;Convention collective départementale des exploitations maraîchères loire atlantique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9451;Exploitations polyculture élevage loiret;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9451;Convention collective départementale des exploitations polyculture élevage loiret;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9453;Exploitations arboriculture fruitière loiret;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9454;Exploitations pépinières horticulture loiret;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9455;Exploitations maraîchères loiret;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9456;Convention collective départementale des exploitations cultures spécialisées loiret;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9461;Exploitations agricoles lot;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9461;Convention collective départementale des exploitations agricoles lot;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9471;Exploitations agricoles lot et garonne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9471;Convention collective départementale des exploitations agricoles lot et garonne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9491;Exploitations polyculture, élevage maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9491;Convention collective départementale des exploitations polyculture, élevage maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9492;Exploitations pépinières horticulture maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9492;Convention collective départementale des exploitations pépinières horticulture maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9494;Exploitations maraîchères maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9494;Convention collective départementale des exploitations maraîchères maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9497;Producteurs graines maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9497;Convention collective départementale des producteurs graines maine et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9501;Exploitations agricoles manche;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9501;Convention collective départementale des exploitations agricoles manche;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9521;Polyculture pépinières horticulture cuma haute marne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9521;Convention collective départementale des polyculture pépinières horticulture cuma haute marne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9531;Exploitations polyculture élevage mayenne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9531;Convention collective départementale des exploitations polyculture élevage mayenne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9541;Exploitations agricoles meurthe et moselle;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9551;Exploitations forestières meuse;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9553;Exploitations polyculture élevage meuse;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9561;Exploitations polyculture élevage morbihan;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9561;Convention collective départementale des exploitations polyculture élevage morbihan;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9562;Exploitations pépinières horticulture morbihan;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9562;Convention collective départementale des exploitations pépinières horticulture morbihan;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9571;Exploitations forestières moselle;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9573;Exploitations polyculture élevage moselle;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9591;Exploitations polyculture élevage nord;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9591;Convention collective départementale des exploitations polyculture élevage nord;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9592;Exploitations pépinières horticulture nord;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9592;Convention collective départementale des exploitations pépinières horticulture nord;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9601;Exploitations polyculture élevage oise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9601;Convention collective départementale des exploitations polyculture élevage oise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9602;Exploitations forestières oise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9602;Convention collective départementale des exploitations forestières oise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9603;Exploitations pépinières horticulture oise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9603;Convention collective départementale des exploitations pépinières horticulture oise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9612;Exploitations polyculture élevage orne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9612;Convention collective départementale des exploitations polyculture élevage orne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9621;Exploitations polyculture élevage pas de calais non cadres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9621;Convention collective départementale des exploitations polyculture élevage pas de calais;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9623;Exploitations agricoles pas de calais cadres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9631;Exploitations agricoles puy de dôme;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9631;Convention collective départementale des exploitations agricoles puy de dôme;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9641;Exploitations agricoles pyrénées atlantiques;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9641;Convention collective départementale des exploitations agricoles pyrénées atlantiques;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9651;Exploitations agricoles hautes pyrénées;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9651;Convention collective départementale des exploitations agricoles hautes pyrénées;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9661;Exploitations pépinières horticulture pyrénées orientales;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9661;Convention collective départementale des exploitations pépinières horticulture pyrénées orientales;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9691;Exploitations agricoles rhône;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9691;Convention collective départementale des exploitations agricoles rhône;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9712;Exploitations agricoles saône et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9712;Convention collective départementale des exploitations agricoles saône et loire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9721;Exploitations polyculture élevage sarthe;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9721;Convention collective départementale des exploitations polyculture élevage sarthe;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9761;Exploitations agricoles seine maritime;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9761;Convention collective départementale des exploitations agricoles seine maritime;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9791;Exploitations agricoles deux sèvres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9791;Convention collective départementale des exploitations agricoles deux sèvres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9801;Exploitations forestières somme;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9801;Convention collective départementale des exploitations forestières somme;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9802;Exploitations polyculture élevage et cuma, etar somme;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9802;Convention collective départementale des exploitations polyculture élevage et cuma, etar somme;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9811;Exploitations agricoles tarn;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9811;Convention collective départementale des exploitations agricoles tarn;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9821;Exploitations agricoles tarn et garonne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;9821;Convention collective départementale des exploitations agricoles tarn et garonne;CHAR;4
